,cod_cidades,city,uf,atendido_loggi,distancia_cajamar,populacao,area_em_km2,tem_malha,latitude,longitude,idh_renda,indice_roubo,quantidade_decolagens,latitude_airport,longitude_airport,caminhao,caminhonete,camioneta,motocicleta,preco_gasolina,preco_diesel_s10,area_urbana,pib,distance_airport,viabilidade_terrestre,viabilidade_aerea,custo_indireto,custo_direto,lucro,score
93,3537602,PERUIBE,SP,não,137,66578,326.214,0,-24.311999999999998,-47.0012,0.73,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,727.0,2271.0,1204.0,7382.0,4.393466666666667,3.5988974358974364,7.7,1416759.0,110.97922667411427,0.0397536237758992,1.0,0.4748705035815566,0.06848227116973567,0.24838443082694908,0.04954481960452481
118,3545308,SALTO DE PIRAPORA,SP,não,126,44398,280.312,0,-23.6474,-47.5743,0.6990000000000001,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,764.0,1764.0,669.0,4248.0,4.393466666666667,3.5988974358974364,22.946363636363618,1383574.0,114.86811511767061,0.02867144879593779,1.0,0.4748705035815566,0.06867580840939234,0.2534005305555043,0.04944459102286827
102,3510401,CAPIVARI,SP,não,138,54302,323.198,0,-22.9951,-47.5071,0.7440000000000001,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,1191.0,2878.0,992.0,5919.0,4.393466666666667,3.5988974358974364,5.5,1639873.0,116.54268573802463,0.04447556152138343,1.0,0.4748705035815566,0.07116539217484617,0.2521008616950356,0.048870740065067184
122,3554508,TIETE,SP,não,146,41026,392.509,0,-23.1101,-47.7164,0.764,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,1294.0,2550.0,1003.0,4654.0,4.393466666666667,3.5988974358974364,22.946363636363618,1640139.0,132.22004264193782,0.04238907072991413,1.0,0.4748705035815566,0.07947123423159753,0.27655333381493646,0.04881028963156073
90,3512803,COSMOPOLIS,SP,não,141,69115,154.73,0,-22.6419,-47.1926,0.746,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,849.0,2578.0,1118.0,7437.0,4.393466666666667,3.5988974358974364,6.7,1227129.0,114.73392844013212,0.042096738312476595,1.0,0.4748705035815566,0.07077112784104997,0.2515999763446652,0.04873287104489771
29,3548906,SAO CARLOS,SP,não,240,246101,1140.92,0,-22.0174,-47.886,0.7879999999999999,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,4074.0,12968.0,6999.0,31108.0,4.393466666666667,3.5988974358974364,35.0,9796013.0,213.84601067794472,0.21619258714587933,1.0,0.4748705035815566,0.1302425571330704,0.3440828110391356,0.047744811220952366
148,3521408,IRACEMAPOLIS,SP,não,162,23271,115.947,0,-22.5832,-47.523,0.742,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,576.0,1306.0,451.0,2311.0,4.393466666666667,3.5988974358974364,22.946363636363618,7563544.224137931,143.16121178472528,0.01949635059796044,1.0,0.4748705035815566,0.08676548978523745,0.3035309519261464,0.047524292397051235
138,3537909,PILAR DO SUL,SP,não,152,28717,682.395,0,-23.8077,-47.7222,0.674,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,1158.0,2158.0,533.0,4417.0,4.393466666666667,3.5988974358974364,22.946363636363618,7563544.224137931,133.96833880939735,0.03449690436309137,1.0,0.4748705035815566,0.08113184211880929,0.28086428525947976,0.047474689794915786
140,3526407,LARANJAL PAULISTA,SP,não,161,27891,386.763,0,-23.0506,-47.8375,0.732,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,801.0,1629.0,643.0,2507.0,4.393466666666667,3.5988974358974364,22.946363636363618,7563544.224137931,145.99687136264706,0.025726038548872794,1.0,0.4748705035815566,0.08791600910057122,0.3001976185928131,0.04614155960768766
534,4207502,INDAIAL,SC,não,614,66522,430.534,0,-26.8992,-49.2354,0.767,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,1649.0,3590.0,1863.0,8220.0,4.253933333333334,3.4907222222222227,7.0,2280268.0,108.95496439943511,0.06422947856641702,0.13849427848216947,0.2939534277386618,0.13613715227968917,0.2650060280267602,0.043070093348303085
142,3512209,CONCHAL,SP,não,178,27553,183.826,0,-22.3375,-47.1729,0.6990000000000001,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,838.0,1661.0,650.0,3438.0,4.393466666666667,3.5988974358974364,22.946363636363618,7563544.224137931,141.2206505815534,0.02773771110662899,1.0,0.4748705035815566,0.0881800902277563,0.28919761859281307,0.04232922936416604
47,3522307,ITAPETININGA,SP,não,173,160080,1792.079,0,-23.5886,-48.0483,0.728,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,2993.0,6895.0,2764.0,21613.0,4.393466666666667,3.5988974358974364,14.8,3935738.0,161.7718345765962,0.12375925029954878,1.0,0.4748705035815566,0.09684148642653183,0.2695463040039264,0.04119310393821814
113,3511508,CERQUILHO,SP,não,148,46754,127.758,0,-23.1665,-47.7459,0.758,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,935.0,2485.0,836.0,5186.0,4.393466666666667,3.5988974358974364,8.1,1571087.0,133.56946623512434,0.03705372955310729,1.0,0.4748705035815566,0.08037469879107394,0.2590194465706634,0.04096966336006777
125,3502507,APARECIDA,SP,não,179,36270,120.939,0,-22.8495,-45.2325,0.735,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,830.0,1659.0,1238.0,4066.0,4.393466666666667,3.5988974358974364,5.6,7563544.224137931,142.66786679463402,0.03350723150589271,1.0,0.4748705035815566,0.08898441951261565,0.283515290726999,0.0404015133861613
553,4202107,BARRA VELHA,SC,não,567,27795,140.16,0,-26.636999999999997,-48.6933,0.735,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,632.0,1409.0,607.0,3112.0,4.253933333333334,3.4907222222222227,16.692592592592593,1789747.0,115.34080229874507,0.02315886158530598,0.13849427848216947,0.2939534277386618,0.1322946210662715,0.261378368029038,0.03948235101535133
542,4218202,TIMBO,SC,não,608,42805,127.251,0,-26.8246,-49.269,0.807,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,760.0,2537.0,1389.0,4903.0,4.253933333333334,3.4907222222222227,5.1,1792599.0,117.54226471218196,0.03944126268086419,0.13849427848216947,0.2939534277386618,0.13919405834745568,0.2735777702279048,0.03929506466810426
549,4213203,POMERODE,SC,não,588,32338,215.904,0,-26.7384,-49.1785,0.78,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,691.0,2007.0,1182.0,4396.0,4.253933333333334,3.4907222222222227,8.6,2169446.0,120.4521157451791,0.03352205426974939,0.13849427848216947,0.2939534277386618,0.13764678992764404,0.2703284206964836,0.03881717949025126
129,3544004,RIO DAS PEDRAS,SP,não,169,33944,226.939,0,-22.8417,-47.6047,0.741,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,689.0,1585.0,629.0,2944.0,4.393466666666667,3.5988974358974364,22.946363636363618,1046942.0,133.2587993549824,0.024658853407724328,1.0,0.4748705035815566,0.08325209341922014,0.2654506109113759,0.0384839448293635
541,4206504,GUARAMIRIM,SC,não,546,42889,268.119,0,-26.4688,-49.0026,0.748,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,1091.0,2115.0,812.0,5609.0,4.253933333333334,3.4907222222222227,16.692592592592593,2397188.0,140.41600330921284,0.0375499072926914,0.13849427848216947,0.2939534277386618,0.1407205929706792,0.26923026507155234,0.03596319993193145
131,3550209,SAO MIGUEL ARCANJO,SP,não,184,32903,930.012,0,-23.8782,-47.9935,0.708,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,776.0,1643.0,522.0,3316.0,4.393466666666667,3.5988974358974364,22.946363636363618,7563544.224137931,162.67664230374658,0.025636072247461925,1.0,0.4748705035815566,0.09883595339394179,0.29219761859281307,0.03240812036910545
147,3512407,CORDEIROPOLIS,SP,não,161,23797,137.337,0,-22.4778,-47.4519,0.754,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,776.0,1320.0,546.0,2667.0,4.393466666666667,3.5988974358974364,6.6,1678843.0,146.03656851504238,0.023318895107637024,1.0,0.4748705035815566,0.08793412821645934,0.2567812310883559,0.030566633349054156
528,4215802,SAO BENTO DO SUL,SC,não,516,82831,495.578,0,-26.2495,-49.3831,0.763,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,1732.0,5274.0,1922.0,9073.0,4.253933333333334,3.4907222222222227,10.8,3115362.0,177.71821364527068,0.07522200946165647,0.13849427848216947,0.2939534277386618,0.15343344323822816,0.27238352242653235,0.030004805063970255
127,3550407,SAO PEDRO,SP,não,195,34900,618.204,0,-22.5483,-47.9096,0.741,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,695.0,2077.0,853.0,3913.0,4.393466666666667,3.5988974358974364,22.946363636363618,7563544.224137931,177.05153713954988,0.030435396575711354,1.0,0.4748705035815566,0.1069786212931062,0.3031976185928131,0.02883535111917848
145,3546702,SANTA GERTRUDES,SP,não,170,25649,97.694,0,-22.4572,-47.5272,0.723,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,612.0,1061.0,436.0,3555.0,4.393466666666667,3.5988974358974364,22.946363636363618,1556584.0,153.06058181384643,0.020404967978859143,1.0,0.4748705035815566,0.09243406424299598,0.26240268007673423,0.027597115399133273
132,3508603,CACHOEIRA PAULISTA,SP,não,212,32771,287.837,0,-22.6665,-45.0154,0.733,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,414.0,1095.0,527.0,2780.0,4.393466666666667,3.5988974358974364,22.946363636363618,7563544.224137931,171.95742652475738,0.017808672351417216,1.0,0.4748705035815566,0.10709760680539455,0.3005309519261464,0.025889023639912648
546,4201307,ARAQUARI,SC,não,549,35328,401.831,0,-26.3754,-48.7188,0.696,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,924.0,1240.0,401.0,2527.0,4.253933333333334,3.4907222222222227,16.692592592592593,1557838.0,144.42346534489874,0.023302424513509994,0.13849427848216947,0.2939534277386618,0.14298104681632404,0.24703504976235457,0.023797298311190193
81,3527207,LORENA,SP,não,200,87969,413.776,0,-22.7334,-45.1197,0.736,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,976.0,2744.0,1593.0,10073.0,4.393466666666667,3.5988974358974364,10.7,2001683.0,158.97681612482253,0.052279894405658944,1.0,0.4748705035815566,0.09944756611441584,0.25683067020827505,0.023414649037772697
539,4216206,SAO FRANCISCO DO SUL,SC,não,571,50714,492.819,0,-26.2579,-48.6344,0.74,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,769.0,2022.0,922.0,5746.0,4.253933333333334,3.4907222222222227,5.6,3303236.0,156.7068537511772,0.034298675841131776,0.13849427848216947,0.2939534277386618,0.15175056309652224,0.2605043905067136,0.021391488990660915
151,3513603,CUNHA,SP,não,233,21923,1407.172,0,-23.0731,-44.9576,0.672,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,355.0,985.0,376.0,4055.0,4.393466666666667,3.5988974358974364,22.946363636363618,7563544.224137931,160.18581423061772,0.017116585147168885,1.0,0.4748705035815566,0.10474384036496369,0.28019761859281306,0.021022310333039626
543,4215000,RIO NEGRINHO,SC,não,527,42017,908.391,0,-26.2591,-49.5177,0.71,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,1133.0,2516.0,810.0,5002.0,4.253933333333334,3.4907222222222227,16.692592592592593,5354543.5,183.39017645235117,0.03913245377385589,0.13849427848216947,0.2939534277386618,0.15760380016595,0.2736938937544699,0.020879644747856474
34,3503208,ARARAQUARA,SP,não,278,230781,1005.968,0,-21.7845,-48.178000000000004,0.7879999999999999,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,3900.0,11818.0,6071.0,36974.0,4.393466666666667,3.5988974358974364,38.8,7975227.0,253.28453435491,0.20906938847275025,1.0,0.4748705035815566,0.15370692859561833,0.33740962125623614,0.020876343533420258
522,4204608,CRICIUMA,SC,não,879,211334,235.628,0,-28.6723,-49.3729,0.7859999999999999,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,3530.0,9589.0,6159.0,25313.0,4.253933333333334,3.4907222222222227,7.2,6480936.0,137.19377907453264,0.17753903647065042,0.13849427848216947,0.2939534277386618,0.18712564317983363,0.29587533960585694,0.019882295186477508
52,3507506,BOTUCATU,SP,não,238,142561,1482.874,0,-22.8837,-48.4437,0.79,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,1870.0,7581.0,3980.0,16230.0,4.393466666666667,3.5988974358974364,13.9,4186986.0,210.84611641445807,0.11593858427936894,1.0,0.4748705035815566,0.1285857622327342,0.29075087768329616,0.01569732901676818
85,3513405,CRUZEIRO,SP,não,227,81710,304.572,0,-22.5728,-44.968999999999994,0.742,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,788.0,2252.0,1657.0,9167.0,4.393466666666667,3.5988974358974364,10.7,2141388.0,181.39478538784766,0.04681098180201503,1.0,0.4748705035815566,0.11356170163817199,0.25963990261601694,0.009463407966179602
556,4208104,ITAIOPOLIS,SC,não,553,21500,1295.319,0,-26.339000000000002,-49.9092,0.7,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,704.0,1459.0,304.0,3133.0,4.253933333333334,3.4907222222222227,16.692592592592593,5354543.5,199.72296101540192,0.021750545765926665,0.13849427848216947,0.2939534277386618,0.16879668155183303,0.2703605604211366,0.005912810494117418
557,4219002,URUSSANGA,SC,não,867,21169,240.476,0,-28.518,-49.3238,0.7559999999999999,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,511.0,1418.0,546.0,4163.0,4.253933333333334,3.4907222222222227,16.692592592592593,5354543.5,120.71121380462344,0.022731446474702398,0.13849427848216947,0.2939534277386618,0.17787719246961253,0.2890272270878032,0.003512768015987572
141,3547502,SANTA RITA DO PASSA QUATRO,SP,não,257,27583,752.993,0,-21.7083,-47.478,0.764,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,584.0,1514.0,758.0,2919.0,4.393466666666667,3.5988974358974364,22.946363636363618,7563544.224137931,217.40664577365257,0.024085851480606962,1.0,0.4748705035815566,0.13431185976002794,0.31086428525947973,0.0032330142213243956
536,4210100,MAFRA,SC,não,525,55890,1404.206,0,-26.1159,-49.8086,0.738,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,1474.0,3824.0,1127.0,7299.0,4.253933333333334,3.4907222222222227,6.9,1403622.0,212.68198958783873,0.05569283210471365,0.13849427848216947,0.2939534277386618,0.1706860269153535,0.2501595078555851,0.0020444396834719547
149,3553302,TAMBAU,SP,não,263,23262,561.566,0,-21.7029,-47.2703,0.7290000000000001,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,594.0,1174.0,491.0,2414.0,4.393466666666667,3.5988974358974364,22.946363636363618,7563544.224137931,208.6539638855134,0.019555816927377224,1.0,0.4748705035815566,0.13117946797730498,0.2991976185928131,0.001602567487729592
315,4109401,GUARAPUAVA,PR,não,673,180353,3115.329,0,-25.3902,-51.4623,0.73,0.4800804175541046,3238576.0,-25.5284996033,-49.175800323500006,5042.0,11444.0,3350.0,12387.0,4.52,3.39,30.9,4537686.0,230.463682249645,0.1626353930008153,0.2698110547033839,0.32350314943311204,0.2000803149019471,0.2901115411921699,-0.007177457762169812
247,3170206,UBERLANDIA,MG,não,567,676815,4115.822,1,-18.9141,-48.2749,0.7759999999999999,0.4663301331158427,4688299.0,-19.62444305419922,-43.97194290161133,11668.0,34020.0,13492.0,96967.0,4.988071428571429,3.8430000000000004,135.3,28342162.0,0.0,0.5618732663633526,0.39623120961248837,0.6140247237971389,0.07964919847602617,0.5497528198525002,-0.0075447639284138834
537,4207007,ICARA,SC,não,866,54844,228.055,0,-28.7132,-49.3087,0.732,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,1900.0,3040.0,1229.0,8985.0,4.253933333333334,3.4907222222222227,11.9,1938907.0,137.37238611399962,0.06033979773348264,0.13849427848216947,0.2939534277386618,0.1853381409285639,0.25635695244154605,-0.009741523880336764
64,3518404,GUARATINGUETA,SP,não,187,120406,751.443,0,-22.8075,-45.1938,0.764,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,1362.0,5156.0,3070.0,15162.0,4.389,3.742,13.4,4471713.0,148.34964743686058,0.08863461498203647,1.0,0.5314474835770162,0.09272794428145231,0.2832237902235925,-0.011751909032905683
555,4205456,FORQUILHINHA,SC,não,890,25989,181.915,0,-28.7454,-49.4785,0.754,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,627.0,1399.0,414.0,5310.0,4.253933333333334,3.4907222222222227,16.692592592592593,5354543.5,149.8664069065924,0.024593034414002027,0.13849427848216947,0.2939534277386618,0.1944913391489659,0.2883605604211366,-0.013055473805804158
143,3547601,SANTA ROSA DE VITERBO,SP,não,293,26067,289.669,0,-21.4776,-47.3622,0.746,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,474.0,1177.0,460.0,2249.0,4.393466666666667,3.5988974358974364,22.946363636363618,7563544.224137931,235.33818863933783,0.01760809306221186,1.0,0.4748705035815566,0.14767217938623145,0.30486428525947973,-0.01319896916763838
554,4216503,SAO JOAQUIM,SC,não,848,26639,1885.608,0,-28.2887,-49.9457,0.705,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,1156.0,2441.0,483.0,1664.0,4.253933333333334,3.4907222222222227,16.692592592592593,5354543.5,153.24043892409742,0.031459434213372106,0.13849427848216947,0.2939534277386618,0.1899929739865469,0.27202722708780325,-0.01324381534014632
91,3530508,MOCOCA,SP,não,267,68979,854.074,0,-21.4647,-47.0024,0.7559999999999999,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,1273.0,3396.0,1182.0,8469.0,4.393466666666667,3.5988974358974364,8.6,1675195.0,224.94346564577356,0.053302030036790043,1.0,0.4748705035815566,0.1391896290754073,0.2594655029286239,-0.01525190212642702
544,4204806,CURITIBANOS,SC,não,731,39553,952.283,0,-27.2824,-50.5816,0.716,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,1074.0,3015.0,863.0,3090.0,4.253933333333334,3.4907222222222227,6.0,5354543.5,205.09380258953007,0.03854418611956983,0.13849427848216947,0.2939534277386618,0.1968393730541004,0.2647942071157415,-0.021559058611991797
20,3516200,FRANCA,SP,não,399,347226,607.333,0,-20.5352,-47.4039,0.7490000000000001,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,3866.0,19450.0,7793.0,58907.0,4.393466666666667,3.5988974358974364,49.3,8069332.0,335.2313993841847,0.29228477424012855,1.0,0.4748705035815566,0.20850653982311876,0.3356580824522424,-0.022053998410371256
532,4201406,ARARANGUA,SC,não,894,67097,303.799,0,-28.9356,-49.4918,0.745,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,1439.0,3545.0,1621.0,9983.0,4.253933333333334,3.4907222222222227,16.692592592592593,1469994.0,167.78421091492896,0.06195195499862695,0.13849427848216947,0.2939534277386618,0.2032447121742109,0.262859552261962,-0.02513036159906651
538,4203808,CANOINHAS,SC,não,589,54384,1144.837,0,-26.1766,-50.395,0.7170000000000001,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,1354.0,3689.0,951.0,6593.0,4.253933333333334,3.4907222222222227,6.9,1388257.0,246.73176091969003,0.05106198423932155,0.13849427848216947,0.2939534277386618,0.19542883953925702,0.2430705070614478,-0.025874150398188425
128,3513108,CRAVINHOS,SP,não,293,34651,311.341,0,-21.338,-47.7324,0.737,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,974.0,1950.0,823.0,3261.0,4.393466666666667,3.5988974358974364,22.946363636363618,7563544.224137931,266.02080800567893,0.03201704172943981,1.0,0.4748705035815566,0.16167675912318244,0.3018642852594797,-0.02609220660450512
487,5003702,DOURADOS,MS,não,1007,218063,4086.387,1,-22.2231,-54.812,0.753,0.5552730863805821,756143.0,-20.468700408900002,-54.6725006104,4477.0,15076.0,3869.0,33396.0,4.349,3.609,40.7,6958573.0,0.0,0.20828191816685623,0.05333551805847116,0.38535427742663314,0.1429084896844224,0.32179084955260556,-0.026393354333844488
144,3509403,CAJURU,SP,não,303,25655,660.687,0,-21.2749,-47.303000000000004,0.693,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,540.0,1660.0,476.0,1654.0,4.393466666666667,3.5988974358974364,22.946363636363618,7563544.224137931,254.07149986302002,0.020054256821609804,1.0,0.4748705035815566,0.15766040403903983,0.28719761859281306,-0.02900360258987035
107,3509700,CAMPOS DO JORDAO,SP,não,181,51451,289.512,0,-22.7296,-45.5833,0.7609999999999999,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,667.0,2545.0,1223.0,7086.0,4.549,3.699,6.9,1056052.0,120.09619318738083,0.040097970945814555,1.0,0.5519547819054127,0.07896949053016343,0.255812897202479,-0.035375062772836294
322,4101507,ARAPONGAS,PR,não,588,118502,381.091,0,-23.4153,-51.4259,0.7509999999999999,0.4800804175541046,3238576.0,-25.5284996033,-49.175800323500006,3395.0,6360.0,2188.0,15476.0,4.402125,3.4268571428571426,14.2,4263876.0,326.8199552752013,0.11230230958840293,0.2698110547033839,0.31048051412157146,0.23184001474113367,0.2785020685599397,-0.03752780022295822
551,4217709,SOMBRIO,SC,não,916,29708,142.745,0,-29.108,-49.6328,0.7290000000000001,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,792.0,1426.0,653.0,3782.0,4.253933333333334,3.4907222222222227,16.692592592592593,5354543.5,191.3026461882952,0.02654822732423573,0.13849427848216947,0.2939534277386618,0.21714228182625114,0.2800272270878033,-0.038329804213221005
319,4101408,APUCARANA,PR,não,606,132693,558.388,0,-23.55,-51.4635,0.741,0.4800804175541046,3238576.0,-25.5284996033,-49.175800323500006,2685.0,6948.0,2459.0,15066.0,4.402125,3.4268571428571426,17.4,2919146.0,318.97826942953486,0.10823067041524502,0.2698110547033839,0.31048051412157146,0.23084868559751057,0.2706414490256798,-0.03989843379229975
326,4103701,CAMBE,PR,não,560,105344,494.692,0,-23.2766,-51.2798,0.7240000000000001,0.4800804175541046,3238576.0,-25.5284996033,-49.175800323500006,2164.0,5201.0,1667.0,12143.0,4.402125,3.4268571428571426,21.3,3303188.0,328.25389227266635,0.08240755961915491,0.2698110547033839,0.31048051412157146,0.22846892057013335,0.2711748566083728,-0.041205442730393504
58,3551702,SERTAOZINHO,SP,não,339,122653,402.803,0,-21.1316,-47.9875,0.768,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,2794.0,6776.0,2795.0,19430.0,4.393466666666667,3.5988974358974364,12.5,4360402.0,299.0702041183441,0.11786007107461847,1.0,0.4748705035815566,0.183375086746446,0.2829949304120219,-0.041518354022602164
119,3551504,SERRANA,SP,não,313,43797,125.744,0,-21.2043,-47.5952,0.713,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,706.0,1746.0,725.0,3706.0,4.393466666666667,3.5988974358974364,5.3,7563544.224137931,272.7840304550771,0.027566913547016597,1.0,0.4748705035815566,0.16763914371244984,0.2758761469961121,-0.041817958813314696
330,4109807,IBIPORA,PR,não,519,53359,300.187,0,-23.2659,-51.0522,0.72,0.4800804175541046,3238576.0,-25.5284996033,-49.175800323500006,1247.0,2724.0,856.0,6075.0,4.402125,3.4268571428571426,7.1,2245779.0,314.68645358349,0.0434793022352858,0.2698110547033839,0.31048051412157146,0.21638166933012848,0.24924152280041034,-0.04263409693075587
121,3525102,JARDINOPOLIS,SP,não,334,42913,503.355,0,-21.0176,-47.7606,0.728,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,1105.0,2024.0,797.0,3671.0,4.393466666666667,3.5988974358974364,22.946363636363618,7563544.224137931,298.84082015170213,0.03434821679476767,1.0,0.4748705035815566,0.18255153260497137,0.2988642852594797,-0.047667303826494895
547,4213609,PORTO UNIAO,SC,não,646,35196,851.239,0,-26.2451,-51.0759,0.752,0.44154354715814353,1732701.0,-27.670278549194336,-48.5525016784668,735.0,2366.0,999.0,3843.0,4.253933333333334,3.4907222222222227,5.1,5354543.5,296.151856379802,0.033471458177373965,0.13849427848216947,0.2939534277386618,0.22618078738583172,0.27587677592308096,-0.04778248305248366
146,3507803,BRODOWSKI,SP,não,348,24098,279.804,0,-20.9845,-47.6572,0.738,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,644.0,1811.0,634.0,1852.0,4.393466666666667,3.5988974358974364,22.946363636363618,7563544.224137931,297.605896758041,0.023682559677954913,1.0,0.4748705035815566,0.18400066765082249,0.3021976185928131,-0.04954962077320123
372,4305108,CAXIAS DO SUL,RS,não,983,483555,1643.913,1,-29.1629,-51.1792,0.812,1.3060317956583296,3673448.0,-29.994400024414066,-51.1713981628418,9285.0,24586.0,14461.0,33358.0,4.6690000000000005,3.4277,65.5,22376338.0,0.0,0.40291888878807086,0.30773318576264974,0.528538240242097,0.13945798289123715,0.4560442744913889,-0.05178291587873993
329,4122404,ROLANDIA,PR,não,575,64734,460.153,0,-23.3101,-51.3659,0.7440000000000001,0.4800804175541046,3238576.0,-25.5284996033,-49.175800323500006,1724.0,3117.0,1304.0,7235.0,4.402125,3.4268571428571426,8.0,2338127.0,331.21570053038283,0.05667849303900803,0.2698110547033839,0.31048051412157146,0.23197735624908045,0.258693873962937,-0.052941582322265174
350,4112108,JANDAIA DO SUL,PR,não,627,21338,187.6,0,-23.6011,-51.6448,0.741,0.4800804175541046,3238576.0,-25.5284996033,-49.175800323500006,692.0,1806.0,418.0,2144.0,4.402125,3.4268571428571426,23.516666666666662,5072883.4,328.8245127007112,0.022839155670181438,0.2698110547033839,0.31048051412157146,0.2383620357285701,0.2893519713949705,-0.053671828305867086
80,3555406,UBATUBA,SP,não,225,88324,712.116,0,-23.4332,-45.0834,0.741,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,834.0,3265.0,1703.0,13144.0,4.449,3.77,9.6,1658499.0,142.01086745215628,0.05846839256991418,1.0,0.5569085621738862,0.09529801426282525,0.25538816039271656,-0.05405046141377348
123,3518602,GUARIBA,SP,não,338,39216,270.454,0,-21.3594,-48.2316,0.7120000000000001,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,864.0,1483.0,619.0,3115.0,4.393466666666667,3.5988974358974364,5.1,7563544.224137931,292.6441321229942,0.026453809821102757,1.0,0.4748705035815566,0.18029824017846122,0.2753389400644098,-0.05483204326430896
135,3505609,BARRINHA,SP,não,342,31924,146.567,0,-21.1864,-48.1636,0.711,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,495.0,926.0,538.0,2731.0,4.393466666666667,3.5988974358974364,22.946363636363618,7563544.224137931,303.9163928567886,0.017989768049439164,1.0,0.4748705035815566,0.18601836367658856,0.29319761859281307,-0.055571235543244724
87,3524303,JABOTICABAL,SP,não,345,76554,706.499,0,-21.252,-48.3252,0.778,0.9990112442385886,11612017.0,-23.435556411743164,-46.47305679321289,2184.0,4568.0,1801.0,10944.0,4.393466666666667,3.5988974358974364,9.4,2324572.0,307.9932833070527,0.07895043137868814,1.0,0.4748705035815566,0.18831050698643334,0.27137580600164285,-0.05635691376061171
340,4111506,IVAIPORA,PR,não,728,32713,432.47,0,-24.2485,-51.6754,0.711,0.4800804175541046,3238576.0,-25.5284996033,-49.175800323500006,1059.0,2761.0,477.0,3971.0,4.402125,3.4268571428571426,5.0,5072883.4,289.62914363513363,0.03512737648335429,0.2698110547033839,0.31048051412157146,0.23499283338833013,0.2604766740793062,-0.0585657469041337
